,keywords,number_of_times_word_appeared,tf,idf,tf_idf
397,rare,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
127,bound,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1348,main,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
643,America,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
134,ease,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
133,Google,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
915,code,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
917,mami,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
199,paper,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1467,study,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
934,blocked,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1123,metric,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
290,actual,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1103,policies,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1475,bycontinentsandcountries,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
537,once,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
956,plete,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
530,tested,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
973,made,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
235,draft,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1045,End,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1032,similar,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1021,respec,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
244,timeout,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
998,received,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1019,An,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1154,implement,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1157,anisms,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
905,state,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1458,certain,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
150,envi,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
434,develop,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
183,ning,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
842,Eyeballs,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
353,Progress,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1171,Positive,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
814,outer,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
859,larger,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1165,NAT,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
330,Handley,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
329,Happy,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
1159,Trammell,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
796,demonstrate,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
369,reference,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
332,user,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
351,relatively,4,0.00010952602612195723,-1.3862943611198906,-0.00015183531240873914
583,proaches,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
521,pool,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
582,High,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1398,mechanisms,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
585,device,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1479,basis,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1459,stands,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
526,dynamic,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
533,channel,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
600,achieve,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
538,Therefore,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1474,methodology,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
611,CDF,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1415,vast,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
623,org,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
558,working,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
622,whether,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1478,Multipath,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
579,PLUS,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
771,follows,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1370,shape,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1199,variety,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1188,Connectivity,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1173,terms,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1160,respect,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
869,thus,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1156,split,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
890,ossification,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
897,Paxson,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1128,options,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
927,some,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1125,uling,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1116,majority,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1113,WebRTC,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
943,cases,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1100,would,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
951,possible,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1099,given,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1077,China,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1071,find,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1065,While,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
962,wide,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
976,fully,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
981,sched,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
988,design,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1018,evolution,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1006,need,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1009,failed,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1201,impact,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1377,payload,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1208,binding,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
813,presented,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1364,problems,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1354,more,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1346,found,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1331,Raiciu,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1324,null,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1312,Datagram,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
706,Floyd,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
708,key,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
712,Throughput,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1297,github,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1290,eu,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1281,select,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1277,Asia,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
736,deploying,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1269,copies,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
738,limiting,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1267,Kühlewind,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
756,applications,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1264,make,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1243,vs,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
777,North,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1219,create,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
800,either,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
801,might,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1212,facing,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
1210,lines,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
808,limited,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
819,enough,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
502,windows,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
745,runs,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
29,complete,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
382,simple,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
350,ensure,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
210,permission,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
386,attempt,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
477,favor,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
390,avoid,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
123,minimum,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
282,connections,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
136,way,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
239,understand,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
180,across,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
404,direct,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
90,address,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
89,Path,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
40,minutes,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
205,exist,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
50,computed,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
275,environment,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
313,generic,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
131,blue,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
254,early,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
312,discuss,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
259,usage,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
126,when,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
63,them,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
119,lack,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
262,regular,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
232,SIGCOMM,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
170,even,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
311,socket,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
323,will,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
116,order,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
362,toward,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
166,table,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
361,general,3,8.214451959146792e-05,-1.0986122886681098,-9.024497866992495e-05
416,therefore,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
274,testbed,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
696,Research,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
913,encapsulate,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
979,baseline,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
82,global,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
300,aims,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
797,sockets,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1152,Node,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
883,performances,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
83,generates,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
832,peer,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
278,novel,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
365,traces,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
833,disadvantaged,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1337,detect,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
412,require,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1336,opposed,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
707,denial,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1248,absolute,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
709,parallel,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1334,Group,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
795,wild,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1155,South,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
86,Donnet,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
713,Tuexen,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
714,Belgium,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
972,concurrent,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
912,page,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
919,ietf,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
969,Latency,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
304,towards,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
992,RTTudp,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
839,DTLS,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1365,itself,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
68,Bruno,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
838,extreme,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
670,solution,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
671,handled,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
926,Transmission,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1362,Melia,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
989,advocate,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
911,approaches,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1359,idle,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
676,deployed,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
987,raw,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
678,overhead,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
421,firewall,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1357,introduced,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
681,details,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
71,overview,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1270,before,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
683,Substrate,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1245,shaped,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
985,identified,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
984,digital,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
799,quic,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
342,research,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
78,obtain,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
109,throuдhputtcp,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
968,instance,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
811,shows,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1305,amount,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1166,Iyengar,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
753,aspects,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
100,Stream,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1189,tuples,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1253,bandwidth,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1254,Swett,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
163,mostly,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1279,throuдhputudp,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1260,positive,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1170,representative,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
385,restrictions,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
918,Experimental,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
946,total,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
945,ubiquitous,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1294,lessons,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
292,One,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
112,endpoint,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
355,development,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
352,reliability,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
769,dependency,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1174,running,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
818,feature,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
939,Networks,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
122,succeeded,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
774,fee,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
775,comparison,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
374,creates,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
120,format,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
347,suitable,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
186,worked,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1307,conclude,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
113,Relative,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
793,percentage,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
184,European,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
965,Transfer,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1193,minimize,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
95,grant,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
182,entire,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
169,Korian,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
279,dual,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1274,transfers,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
790,freely,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
789,stateless,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1319,formed,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1318,www,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
261,lost,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
960,throughputbias,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
395,slightly,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1316,Leong,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
394,having,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
734,they,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
735,adapt,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
930,simulation,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1314,lected,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1161,mode,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1183,compared,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
741,second,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
742,Tool,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1310,learned,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
744,hard,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1309,Computer,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
955,must,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
884,single,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
654,files,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1372,Brian,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
212,terrestrial,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
867,behavior,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
23,except,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
545,Montefiore,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1454,often,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
24,contrast,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1452,Computing,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1451,analysis,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
551,geographic,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
553,factor,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1448,Using,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1200,Hätönen,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
26,Mirja,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1444,employed,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1052,NAEUASOservers,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
560,Netalyzr,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
562,Networking,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1105,Systems,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
331,regions,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
565,spectively,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1107,web,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
862,otherwise,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1109,sequentially,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1040,campaign,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
27,Ford,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1110,open,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1111,Qian,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
340,among,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
899,version,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
575,were,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
561,because,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1053,Study,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
539,Liège,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
482,additional,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
886,DCCP,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
501,Recent,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
880,plus,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
496,encountered,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
505,limitation,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
888,compares,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
319,uses,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1207,writing,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
142,what,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
512,NATs,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1480,NAEUASOclients,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
8,which,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
9,inside,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1091,unimpaired,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
